,index,ingrediente,name,price,reference_price,reference_unit,dbpedia_Uri
1377,831,aguacate,IROHA mascarilla facial hidratante con aguacate y ácido hialurónico 1 ud,2.5,2.5,ud,http://dbpedia.org/resource/Avocado
1378,1142,aguacate,Pulpa de aguacate tarrina 125 gr,1.55,12.4,kg,http://dbpedia.org/resource/Avocado
1380,1939,aguacate,LA ESPAÑOLA aceite de aguacate botella 250 ml,5.99,23.96,l,http://dbpedia.org/resource/Avocado
1381,5283,aguacate,BONTE champú aguacate y karité antiencrespamiento bote 250 ml,1.89,7.56,l,http://dbpedia.org/resource/Avocado
1382,5294,aguacate,DIA IMAQE Naturals champú sólido reparador con aguacate y arándanos 60 gr,3.29,54.83,kg,http://dbpedia.org/resource/Avocado
406,382,cerdo,Magro de cerdo ibérico cocido Louriño 200 g.,2.45,12.25,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
408,498,cerdo,Chuleta de aguja de cerdo Carrefour 1 kg aprox,4.55,4.55,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
410,499,cerdo,EScalopin de lomo de cerdo fresco marinado El Pozo Extratiernos 600 g,4.5,7.5,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
412,500,cerdo,Jamón de cerdo troceado Carrefour 600 g aprox,2.99,4.99,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
414,501,cerdo,Filete de cabeza de lomo de cerdo Carrefour 500 g aprox,2.75,5.5,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
417,612,cerdo,Oreja de cerdo cocida adobada Carrefour 400 g,3.0,7.5,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
420,1340,cerdo,Cortezas de cerdo fritas Classic Carrefour sin gluten 75 g.,0.7,9.33,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
424,1342,cerdo,Morritos de cerdo 175 g,3.15,18.0,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
425,1528,cerdo,Paté de hígado de cerdo Classic Carrefour pack de 4 unidades de 78 g.,1.99,8.5,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
428,1568,cerdo,Paleta de cerdo asada sin hueso Benaojan 750 g aprox,9.71,12.95,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
431,2374,cerdo,"Solomillo de cerdo Carrefour 1,2 kg aprox",7.07,5.89,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
438,2384,cerdo,Lomo Ibérico de cerdo adobado 200 g,4.55,22.75,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
443,2392,cerdo,Longaniza blanca de cerdo fresca ElPozo 650 g,2.99,4.6,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
445,2398,cerdo,Lomo de cerdo adobado al horno El Pozo 330 g,3.29,9.97,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
448,2399,cerdo,Albóndigas de cerdo Carrefour 400 g,1.89,1.89,ud,http://dbpedia.org/resource/Cerdo_(gnostic)
1396,1095,cerdo,FOURIER paté de cerdo a la pimienta envase 75 gr,1.0,13.33,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1397,1126,cerdo,FOURIER paté de cerdo a las finas hierbas tarro 75 gr,1.0,13.33,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1400,1532,cerdo,SELECCIÓN DE DIA filetes de cinta de lomo de cerdo bandeja 400 gr,2.89,7.23,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1401,1533,cerdo,SELECCIÓN DE DIA tira de costilla de cerdo a las finas hierbas (peso aprox. 1.4 Kg),11.89,8.49,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1403,1534,cerdo,SELECCIÓN DE DIA filetes de cabeza de lomo de cerdo (peso aprox. 650 gr),4.09,6.29,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1406,1536,cerdo,SELECCIÓN DE DIA albóndigas de cerdo bandeja 400 gr,2.29,5.73,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1407,1539,cerdo,EMCESA oreja de cerdo al ajillo envase 500 gr,2.97,5.94,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1408,1540,cerdo,SELECCIÓN DE DIA chuletas de cerdo de Sajonia bandeja (peso aprox. 350 gr),3.24,9.25,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1410,1542,cerdo,Lomo de cerdo extra al ajillo bandeja 300 gr,2.25,7.5,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1411,1955,cerdo,DIA paté de hígado de cerdo tarro 200 gr,1.09,5.45,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1413,1956,cerdo,LA PIARA paté de hígado de cerdo pack 2 latas 184 gr,2.65,14.4,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1416,1957,cerdo,MINA paté de hígado de cerdo pack 3 latas 240 gr,2.05,8.54,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1418,3035,cerdo,SELECCIÓN DE DIA chuleta de aguja de cerdo bandeja (peso aprox. 940 gr),4.88,5.19,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1421,3036,cerdo,SELECCIÓN DE DIA preparado de carne picada de cerdo bandeja 500 gr,2.59,5.18,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1422,3039,cerdo,SELECCIÓN DE DIA costillas troceadas de cerdo bandeja 500 gr,3.79,7.58,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1423,3040,cerdo,EMCESA oreja de cerdo adobada envase 500 gr,2.97,5.94,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1426,3041,cerdo,CAMPOFRÍO preparado de carne picada de cerdo 400 gr,1.99,4.98,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1427,3091,cerdo,DIA magro de cerdo lata 220 gr,2.05,9.32,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1430,3442,cerdo,DIA SNACK MANIAC cortezas de cerdo bolsa 75 gr,0.75,10.0,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1431,3445,cerdo,DIA paté hígado de cerdo lata 3 x 78 gr,1.85,7.91,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1434,4744,cerdo,SELECCIÓN DE DIA Tira de costilla de cerdo envasada al vacío (peso aprox. 1.4 kg),8.95,6.39,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1436,4745,cerdo,SELECCIÓN DE DIA cinta de lomo de cerdo en trozo (peso aprox. 1.1 Kg),5.49,4.99,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1438,4746,cerdo,SELECCIÓN DE DIA estofado de cerdo bandeja 600 gr,3.39,5.65,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1440,4747,cerdo,SELECCIÓN DE DIA preparado de carne picada de cerdo y vacuno bandeja 500 gr,3.79,7.58,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1441,4748,cerdo,ELPOZO hamburguesas de cerdo y vacuno con queso y bacon bandeja 240 gr,1.99,8.29,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1442,4772,cerdo,SELECCIÓN DE DIA chuleta de lomo de cerdo bandeja 600 gr,3.49,5.82,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1443,4773,cerdo,SELECCIÓN DE DIA solomillo de cerdo (peso aprox. 800 gr),5.99,7.49,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1445,4774,cerdo,ELPOZO escalopín de lomo de cerdo marinado extratierno bandeja 600 gr,3.99,6.65,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1447,4776,cerdo,SELECCIÓN DE DIA secreto de cerdo (peso aprox. 720 gr),4.89,6.79,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1449,4777,cerdo,SELECCIÓN DE DIA panceta fileteada de cerdo bandeja 500 gr,3.69,7.38,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1450,4778,cerdo,SELECCIÓN DE DIA hamburguesas de cerdo y vacuno bandeja 6 uds 540 gr,3.99,7.39,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1453,4779,cerdo,SELECCIÓN DE DIA preparado de carne picada de vacuno y cerdo bandeja 900 gr,5.69,6.32,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1454,4780,cerdo,ELPOZO hamburguesas de cerdo y vacuno American BBQ bandeja 240 gr,1.99,8.29,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1596,1540,cerdo,SELECCIÓN DE DIA chuletas de cerdo de Sajonia bandeja (peso aprox. 350 gr),3.24,9.25,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
1889,1439,cerdo,"Salchichas cocidas con leche Campofrío de pollo, cerdo y pavo",0.95,5.589,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2251,916,cerdo,"Arreglo para puchero vacuno, cerdo y pollo",5.6,5.6,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2252,919,cerdo,Manos de cerdo,2.6,5.2,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2254,920,cerdo,Tocino de cerdo,0.67,4.5,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2255,921,cerdo,Hueso blanco de cerdo salado,1.22,3.5,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2256,922,cerdo,Preparado de cerdo salado,2.1,4.2,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2257,924,cerdo,Espinazo de cerdo salado,1.24,3.55,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2258,928,cerdo,Espinazo de cerdo,0.77,4.3,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2259,931,cerdo,Rabo de cerdo,1.24,4.95,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2260,935,cerdo,Medallones preparado de solomillo cerdo congelados marinados,2.95,9.85,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2261,940,cerdo,Carrillada de cerdo congelada,4.37,9.5,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2262,952,cerdo,Burger de vacuno y cerdo gruesas,2.91,8.084,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2263,953,cerdo,Burger de cerdo ibérico gruesas,2.81,7.806,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2265,956,cerdo,Preparado de carne picada vacuno y cerdo,3.5,7.0,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2267,957,cerdo,Preparado de carne picada cerdo,2.39,4.78,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2269,960,cerdo,Albóndigas de cerdo,3.98,4.739,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2270,1296,cerdo,Lomo de cerdo ibérico,6.26,21.95,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2271,1375,cerdo,Costillas de cerdo carnosas a tacos,3.67,6.93,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2272,1376,cerdo,Filetes lomo de cerdo familiar,5.29,5.88,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2273,1377,cerdo,Costilla de cerdo churrasco,5.7,5.7,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2275,1378,cerdo,Filetes lomo de cerdo cabeza,3.03,5.5,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2276,1379,cerdo,Secreto de cerdo,2.4,5.99,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2278,1380,cerdo,Manteca de cerdo Mont-Palau para cocinar,2.05,5.125,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2279,1381,cerdo,Filetes de cerdo magro jamón,2.99,5.75,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2280,1382,cerdo,Filetes hígado de cerdo,2.34,5.2,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2281,1383,cerdo,Libritos lomo de cerdo,3.3,7.34,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2282,1384,cerdo,Sesos de cerdo,2.25,17.308,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2283,1410,cerdo,Salchichas cocidas estilo Viena con queso Hacendado de pollo y cerdo sabor ahumado,1.35,3.375,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2287,1411,cerdo,Salchichas cocidas hot dog bocadillo Oscar Mayer Classic de pollo y cerdo sabor ahumado,1.59,5.782,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2288,1413,cerdo,Salchichas cocidas bocata gourmet Hacendado de cerdo sabor ahumado,2.1,6.0,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2289,1414,cerdo,Salchichas cocidas pikante Schara de cerdo ahumadas,2.75,16.177,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2291,1437,cerdo,Salchichas cocidas estilo Frankfurt Hacendado de pollo y cerdo sabor ahumado,1.52,2.16,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2292,1438,cerdo,Salchichas cocidas Schara de cerdo ahumadas,3.85,11.324,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
2293,1439,cerdo,"Salchichas cocidas con leche Campofrío de pollo, cerdo y pavo",0.95,5.589,kg,http://dbpedia.org/resource/Cerdo_(gnostic)
